smiles,MUV-600
CCCc1nc2oc3c(NCCN4CCOCC4)ncnc3c2c2c1CCCC2,0.0
Fc1cccc(Cl)c1-c1nnc2ccc(N3CCOCC3)nn12,0.0
CCC(=O)Oc1cccc(C(=O)Nc2ccc(-c3nnc(-c4ccco4)o3)cc2)c1,0.0
Cn1c(=O)c2c(nc(N3CCc4ccccc4C3)n2Cc2ccccc2F)n(C)c1=O,0.0
COc1cc(NC(=O)CSc2nccc(C)n2)c(C(=O)O)cc1OC,0.0
Cc1ccc(S(=O)(=O)CC(c2ccccc2)N2CCOCC2)cc1,0.0
CCOC(=O)Cc1csc(NC(=O)CCN2C(=O)c3ccccc3C2=O)n1,0.0
O=C(NC1CCCCCC1)C1CCN(c2nc3ccccc3o2)CC1,0.0
Cn1c(=O)oc2cc(S(=O)(=O)NCCC(=O)N3CCc4ccccc43)ccc21,0.0
O=C(Cc1cn2ccsc2n1)Nc1nc2c(s1)CN(Cc1ccccc1)CC2,0.0
CN1CCN(C(c2cccnc2)c2ccc3cccnc3c2O)CC1,0.0
CCOC(=O)NC(NC(=O)OCC)C(=O)c1ccccc1,0.0
N#Cc1nc(COc2ccc(Cl)cc2)oc1N1CCCCCC1,0.0
Nc1nonc1NC(=O)CSc1nc2ccccc2s1,0.0
CCOC(=O)c1nn(-c2c(C)n(C)n(-c3ccccc3)c2=O)cc1O,0.0
Cc1ccc(C)n1CCN1CCN(C(=O)c2ccco2)CC1,0.0
NC1CCCCC1N/C=C1\C(=O)NC(=O)N(CCc2ccc(F)cc2)C1=O,0.0
C=CCOc1ccc(C2/C(=C(\O)c3c(C)[nH]c(C(=O)OC)c3C)C(=O)C(=O)N2CCN(C)C)cc1,0.0
Cc1nc2ccccc2c(=O)n1/N=C/c1ccccn1,0.0
CCc1nc(SCC(=O)Nc2cc(C)on2)c2c(C)c(C)sc2n1,0.0
Cc1sc(NC(=O)CSc2nnc(-c3ccccc3)o2)c(C#N)c1C,0.0
CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1cccc(C)n1,0.0
COc1cccc(CC(=O)Nn2c(C)nc3ccccc3c2=O)c1,0.0
COc1ccc(NC(C)=O)cc1NC(=O)CN1CCN(C2c3ccccc3-c3ccccc32)CC1,0.0
COc1ccc(N2CCN(c3nc4c(c(=O)[nH]c(=O)n4C)n3Cc3ccccc3Cl)CC2)cc1,0.0
Cc1cc(C)n2cc(CSc3nnnn3-c3ccccc3)nc2n1,0.0
CN1C(=O)NC(c2ccccc2)C2=C1CN(c1cccc(C(F)(F)F)c1)C2=O,0.0
CC(C)CC(=O)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1,0.0
O=C(Nc1ncnc2c1CCC2)C12CC3CC(CC(C3)C1)C2,0.0
CCn1c(=O)n(CC(=O)Nc2cc(OC)ccc2OC)c(=O)c2ccccc21,0.0
O=C(CS(=O)(=O)c1c[nH]c2ccccc12)N1CCCCC1,0.0
O=C(C1CCC1)N1CCc2cc(S(=O)(=O)N3CCc4ccccc4C3)ccc21,0.0
O=C(NCc1cccnc1)c1ccc(COc2ccc3c(c2)CCC3)o1,0.0
O=C(c1ccc(F)cc1)N1CCC(O)(c2cccnc2)CC1,0.0
Cc1ccccc1SCC(=O)NC1CCOC1=O,0.0
CCOc1cc(C2NC(=O)NC(C)=C2C(=O)OCc2ccccc2)ccc1O,0.0
Cc1cccnc1NC(=O)COc1ccc2oc3c(c2c1)CCCC3,0.0
Cc1cc(C)n(-c2ccc(C(=O)OCC(=O)NCc3ccco3)cc2)n1,0.0
CCCc1ccc(C(=O)CCC(=O)O)cc1,0.0
COc1ccc(Cl)cc1C(=O)NCC(c1ccco1)N1CCCC1,0.0
O=C(COc1ccc(OCc2ccccc2)cc1)NC1CCOC1=O,0.0
Cc1cc(C)n2nc(SCc3ncc(-c4ccccc4)o3)nc2n1,0.0
O=C(C1CC1)N1CCc2cc(S(=O)(=O)NCC3COc4ccccc4O3)ccc21,0.0
O=C(CC1NCCNC1=O)Nc1ccc(Oc2ccccc2)cc1,0.0
Cc1cccc(-n2c(=O)[nH]c3c(C(N)=O)nc(CC(C)C)nc32)c1,0.0
CC(=O)Nc1nc2c(c3c1c(=O)oc1ccccc13)CC(C)CC2,0.0
O=C1c2ccccc2C(O)N1c1cccnc1,0.0
CCOc1ccc(C2CC(c3cccc(C)c3)N3NC(N)=NC3=N2)cc1,0.0
Cn1c(=O)n(C)c2cc(C(N)=O)ccc21,0.0
COc1ccc(N2C(=O)CCC(C(=O)Nc3ccccn3)C2c2ccc(OC)c(OC)c2)cc1,0.0
CCOC(=O)c1ccc2nc(NC(=O)c3ccco3)sc2c1,0.0
Cn1nc(C(=O)Nc2cccnc2)c2ccccc2c1=O,0.0
COc1cc(SC)ccc1C(=O)NCC1CCCO1,0.0
O=S(=O)(NCCc1ccc2c(c1)OCCO2)c1cccs1,0.0
COC(=O)c1cccc(Oc2nc(N3CCOCC3)nc(N3CCOCC3)n2)c1,0.0
O=C(CN1C(=O)COc2ccccc21)NCc1ccc(C(=O)O)cc1,0.0
COc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1OC,0.0
Cc1ccc2cc(CN(C(=O)c3ccco3)c3ccccc3C)c(=O)[nH]c2c1,0.0
CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(N(C)C)cc2)NC(=O)N1,0.0
COc1ccc(NC(=O)CSc2nc3c(c(=O)n2-c2ccc(C)cc2)SCC3)c(OC)c1,0.0
COc1cc2cc(CN(Cc3cccnc3)C(=O)NCc3ccccc3)c(=O)[nH]c2cc1OC,0.0
N#CC1=C2SCN(c3ccccc3)CN2C(=O)CC1c1ccccc1Cl,0.0
Cn1c(Cn2c(=O)sc3ccccc32)nnc1SCC(=O)Nc1ccccc1F,0.0
CC(C)c1ccc(NC(=O)C2CC(=O)N(C(C)C)C2)cc1,0.0
CN1CCN(S(=O)(=O)c2ccc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)cc2)CC1,0.0
COc1cccc(NC(=O)CSc2nnc(COc3ccc4c(c3)CCCC4)o2)c1,0.0
COc1cccc(C(=O)Nc2cccc(-c3nc4ncccc4o3)c2C)c1,0.0
CC(NC(=O)Nc1ccccc1)C(c1cccs1)N1CCOCC1,0.0
Cc1cccc(NC(=O)Cn2cnc3c(cnn3-c3ccc(F)cc3)c2=O)c1C,0.0
COC(=O)c1ccc(CSc2ccc3nnc(-c4ccccn4)n3n2)o1,0.0
Cc1ccc2c(CN3C(=O)NC4(CCCCC4)C3=O)cc(=O)oc2c1C,0.0
COc1ccccc1NC(=O)N1CCCC1C(=O)NCc1ccc(F)cc1,0.0
CC(=O)Nc1nnc(SCc2cccc(F)c2)s1,0.0
COCCn1nnnc1CN1CCC(NC(=O)Nc2cccc(OC)c2)CC1,0.0
CCCOc1ccc(N2CC(C(=O)Nc3ccccc3C(=O)NCc3ccco3)CC2=O)cc1,0.0
Cc1ccc(-c2nc(NCCN3CCOCC3)c3ccccc3n2)cc1,0.0
Cc1ccc2cc(CCNC(=O)C3CCCC3)c(=O)[nH]c2c1,0.0
Cn1c(=O)[nH]c(=O)c2c1nc1n2CCCN1CCc1ccccc1,0.0
COc1cc(C(c2sc3nc(C)nn3c2O)N2CC(C)CC(C)C2)cc(OC)c1OC,0.0
COc1ccc(CCNC(=O)CCn2c(=O)oc3ccccc32)cc1,0.0
CC(=O)c1ccc(NC(=O)CCn2c(=O)oc3ccccc32)cc1,0.0
Cc1cc(NC(=O)c2cc(-c3ccncc3)nc3c(C)cccc23)no1,0.0
CC(NCC1CCCO1)=C1C(=O)CC(C)(C)CC1=O,0.0
Cc1cc(C)nc(N2CCN(c3ncnc4c3oc3ccccc34)CC2)n1,0.0
O=C(c1ccco1)N(Cc1cc2ccccc2[nH]c1=O)C1CCCCC1,0.0
CC1=CC2=C(OC1N(C)C)c1cccc3cccc(c13)C2=O,0.0
C=CCc1cccc(CNc2nc3ccccc3n2C(C)C)c1O,0.0
COc1nc(C)ccc1-c1noc(-c2ccncc2)n1,0.0
C=CCn1c(Cc2cccs2)nnc1SCC(=O)Nc1cccc(OC)c1,0.0
Cc1cc(C)nc(SCc2cccc(C(=O)O)c2)n1,0.0
COc1ccc2[nH]c3c(=O)n(CCCCC(=O)N4CCC(C(N)=O)CC4)c(=S)[nH]c3c2c1,0.0
CCOC(=O)CC(C#N)c1c[nH]c2ccccc12,0.0
CCS(=O)(=O)N1CCN(C(=O)c2ccc(-c3ccccc3)cc2)CC1,0.0
Cc1ccc(N2CCN(CCc3nc4cc(NC(=O)c5ccco5)ccc4n3C)CC2)cc1,0.0
CC1CCCCN1Cc1nc2c(c(=O)n(C)c(=O)n2C)n1CCc1ccccc1,0.0
COc1ccc2nc(NC(=O)c3ccoc3C)sc2c1,0.0
CCC(=O)Nc1c(C)nn(C(=O)CC)c1C,0.0
COc1ccc(CNc2oc(COc3ccc(Cl)cc3)nc2C#N)cc1,0.0
CCOC(=O)c1c(C)[nH]c(C(=O)COC(=O)c2ccccc2NC(=O)c2ccco2)c1C,0.0
N#CC1=C(Nc2ccccc2)/C(=C/NCCN2CCOCC2)C=NC1=O,0.0
Cc1cc(NC(=O)COn2nnc3ccc(Cl)cc32)no1,0.0
O=c1[nH]cc(COCc2ccccc2)c(=O)[nH]1,0.0
CC1=C(C(=O)Nc2ccccc2)C(c2ccco2)N2NC=NC2=N1,0.0
Cn1cc(C(=O)c2ccc(Cl)cc2)cc1-c1nc2ccccc2n1C,0.0
CCN(CC)CCN1C(=O)C(O)=C(C(=O)c2sc(C)nc2C)C1c1cccnc1,0.0
CC(C)N(C(=O)CSc1nc2c([nH]1)c(=O)n(C)c(=O)n2C)c1ccccc1,0.0
COc1ccc(OCCN2C(=O)NC(C)(c3ccc(C)cc3)C2=O)cc1,0.0
OC1(c2ccccc2)C/C(=N/n2cnnc2)C=C1c1ccccc1,0.0
CS(=O)(=O)N1CCN(C(=O)c2cc(-c3ccncc3)nc3ccc(Cl)cc23)CC1,0.0
CCOC(=O)N1CCC(n2c(SCC(=O)NCc3ccco3)nc3ccsc3c2=O)CC1,0.0
Cc1csc(SCc2nc3sc4c(c3c(=O)[nH]2)CCC4)n1,0.0
O=c1cc(-c2ccccc2)nc2nc(COc3ccccc3)[nH]n12,0.0
COc1ccc(C)cc1NC(=O)CCN1CCCC1,0.0
Cc1ccc(Cn2ccc(NC(=O)c3cc(-c4cccc(Cl)c4)on3)n2)cc1,0.0
CC(=O)Nc1nc(CCC(C)C)cc2c1c(=O)oc1ccccc12,0.0
CCN(CC)C(=O)c1sc2nc(-c3cccs3)cc(-c3cccs3)c2c1N,0.0
CCCn1c(SCC(=O)N2CCN(c3ccc(OC)cc3)CC2)nc2c1c(=O)n(C)c(=O)n2C,0.0
Cc1ccc(N2CC(C(N)=O)CC2=O)cc1,0.0
COc1ccccc1N1CCN(C(=O)c2sc3nc(-c4ccccc4)cn3c2C)CC1,0.0
CN(CCNC(=O)CCNC(=O)Cn1ccc2ccccc2c1=O)Cc1ccccc1,0.0
Cn1c2ccccc2c2c(C(=O)NCC3CCCO3)cn(C3CCCC3)c(=O)c21,0.0
O=C(c1cc(-c2ccc(F)cc2)on1)N1CCCC1,0.0
CCCN1CC2CCCC3(C1)C(=O)NC1(CCCCC1)N=C23,0.0
O=C(CSc1nnc(-c2ccncc2)n1Cc1ccco1)Nc1ccccc1Cl,0.0
O=C(COC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)Nc1ccc2c(c1)OCO2,0.0
Cc1cc(-c2nn3c(-c4ccccc4)nnc3s2)c2ccccc2n1,0.0
CC(=O)NC(CC(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccccc1,0.0
COC(=O)CNC(=O)COC(=O)C(Cc1ccccc1)NC(=O)c1ccco1,0.0
CCN(CC)S(=O)(=O)c1ccc2c(c1)nc(SCC(=O)NC1CC1)n2-c1ccccc1OC,0.0
CCOc1ccc(C(=O)NCc2ccncc2)cc1OCC,0.0
O=C1CN(C(=O)c2ccccc2)c2ccccc2N1,0.0
Cc1cc(C(=O)CSc2nnnn2-c2ccc(O)cc2)c(C)n1Cc1ccc2c(c1)OCO2,0.0
COc1cccc(CNC(=O)C2CCN(S(=O)(=O)N3CCCC3)CC2)c1,0.0
COc1nc(N2CCCCCC2)nc(N2CCCCCC2)n1,0.0
COc1ccc2cc(CN(Cc3cccnc3)S(=O)(=O)c3ccccc3)c(=O)[nH]c2c1,0.0
COc1cccc(CNC(=O)c2nnn(CC(=O)Nc3ccc(C)c(C)c3)c2N)c1,1.0
CCc1c(C)nc2cc(-c3ccc(OC)cc3)[nH]n2c1=O,0.0
Cc1ccc(N2C(=O)CSC2c2cccnc2)cc1F,0.0
COc1ccc(Cn2c(CCC(=O)Nc3ccc(CC#N)cc3)nc3cccnc32)cc1,0.0
Cc1nc2sc(C(c3ccccc3)N3CCOCC3)c(O)n2n1,0.0
CCOC(=O)N1CCN(C(=O)Cc2ccc(-n3c(=O)[nH]c4ccccc4c3=O)cc2)CC1,0.0
Cc1ccc2c(c1)c1ncnc(N3CCOCC3)c1n2C,0.0
O=C(N1CCCC1)N1CCN(c2ncnc3c(-c4ccc(Cl)cc4)nsc23)CC1,0.0
COc1ccc(CCNS(=O)(=O)c2ccc(C(=O)NCc3ccco3)cc2)cc1OC,0.0
Cc1ccc(N2CC(C(=O)NCc3cccs3)CC2=O)cc1,0.0
CC1CCN(c2nnc(N)s2)CC1,0.0
CCCSc1nc(=O)cc(C)[nH]1,0.0
Cc1cc(-c2cccnc2)c(C#N)c(SCC#N)n1,0.0
O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CC=C(c4ccccc4)CC3)ccc21,0.0
COC(=O)c1ccccc1NC(=O)C1CCCN(c2nnc(-n3cccc3)s2)C1,0.0
Cc1ccc(C)c2[nH]c(=O)c(CN(Cc3nnnn3C3CCCCC3)CC3CCCO3)cc12,0.0
Cc1ccc(Nc2nc(C(=O)N3CCC(C(=O)NCCN4CCOCC4)CC3)cs2)cc1,0.0
O=C(NC1CCCCC1)N1CCCC(c2nc3ccccc3[nH]2)C1,0.0
Cc1cc(NC(=O)CSc2nnc3c(C)cc4ccccc4n23)no1,0.0
CC(=O)c1cccc(NC(=O)CN(c2ccccc2)S(C)(=O)=O)c1,0.0
Cc1nc(=O)c(-c2ccccc2)c(C)n1-c1ccc(O)c(C(=O)O)c1,0.0
Nn1c(SCc2cccc3ccccc23)nnc1-c1ccco1,0.0
Clc1cccc(Cl)c1-c1nnc2ccc(N3CCOCC3)nn12,0.0
CCOC(=O)N1CCN(S(=O)(=O)c2cccc3cccnc23)CC1,0.0
C=CCc1cccc2cc(C(=O)N3CCN(C(=O)OCC)CC3)c(=O)oc12,0.0
Cc1sc(NC(=O)c2cccs2)nc1-c1ccccc1,0.0
CCOC(=O)c1ccccc1NC(=O)CC1S/C(=N/C)N(C)C1=O,0.0
COc1ccccc1CNc1ncnc2c1nnn2Cc1ccccc1,0.0
Cc1cc2cc(CN(Cc3nnnn3C3CCCCC3)CC3CCCO3)c(=O)[nH]c2cc1C,0.0
Cc1ccc2nc(Nc3nc(=O)c4ccccc4n3C)nc(C)c2c1,0.0
CCCNC(=O)c1ccccc1NS(=O)(=O)c1ccc2c(c1)OCCO2,0.0
CCOCCCNC(=O)C1CCCN1C(=O)NC1CCCCC1,0.0
CCOC(=O)c1ccc(NCn2c(=O)oc3ccccc32)cc1,0.0
CSc1nc2c(c(=O)n1-c1ccc(C)cc1)SCC2,0.0
CCn1c(SCC(=O)Nc2sc(C)c(C)c2C#N)nnc1C(C)C,0.0
CCOc1ccccc1C(=O)NCCC(=O)O,0.0
Cc1csc(SCC(=O)Nc2cc(C(C)(C)C)nn2-c2ccccc2)n1,0.0
O=C(NC1CCCCCC1)c1nc2ncccn2n1,0.0
COc1cccc(-n2c(COc3ccc(C)cc3)nnc2SCC(N)=O)c1,0.0
CCCCCn1c(N2CCC(C(N)=O)CC2)nc2c1c(=O)[nH]c(=O)n2C,0.0
COc1cc(C(=O)Nc2cc(-c3ccccc3)[nH]n2)cc(OC)c1OC,0.0
Cc1cccc(NC(=O)c2cc(NC(=O)c3ccco3)ccc2N2CCCCC2)c1,0.0
CCCN(CCC)C(=O)CSc1nc2nnc(C)c-2c(N)n1-c1ccc(OC)cc1,0.0
CCOc1ccc(/C=c2\sc3nc(-c4ccco4)nn3c2=O)cc1OCC,0.0
O=C(NCCCN1CCOCC1)C1CC(=O)N(C2CCCCC2)C1,0.0
Cc1nnc(-c2ccccc2)c[n+]1[O-],0.0
O=c1[nH]c2ccsc2c(=O)n1-c1ccc(F)c(Cl)c1,0.0
CCOc1cccc(-c2nnc3sc(-c4ccco4)nn23)c1,0.0
CCCNC(=O)c1c(N)n(CC2CCCO2)c2nc3ccccc3nc12,0.0
CCOC(=O)CSc1nc(=O)cc(N)[nH]1,0.0
Cn1c(NCc2ccco2)nc2c1c(=O)n(Cc1ccc(Cl)c(Cl)c1)c(=O)n2C,0.0
COc1ccccc1NC(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1,0.0
O=C1/C(=N\n2cnnc2)c2ccccc2N1Cc1ccccc1,0.0
CC1=CC(=O)/C(=C/NCc2ccncc2)C=C1,0.0
CSc1cccc(NS(=O)(=O)c2ccccc2)c1,0.0
CC(=O)Nc1ccc(NC(=O)CN(c2ccccc2Cl)S(C)(=O)=O)cc1,0.0
N#CCSc1nnc(Cc2cccs2)n1C1CCCCC1,0.0
Clc1ccc(OCCN2CCN(c3ncnc4sccc34)CC2)cc1,1.0
O=C(OCC(=O)N1CCN(C(=O)c2ccco2)CC1)c1ccccc1OCc1ccccc1,0.0
Cc1cc(NC(=O)CCC(=O)N(CCc2ccccc2)C(C(=O)NC2CCCC2)c2ccco2)no1,0.0
c1ccc(Oc2nc(NCc3ccco3)nc(NCc3ccco3)n2)cc1,0.0
Cc1ccc2nsnc2c1S(=O)(=O)N(Cc1ccco1)Cc1cc2cccc(C)c2[nH]c1=O,0.0
CCOc1ccc(C2N(c3ccc(OC)cc3)C(=O)C3CCCN32)cc1OC,0.0
COc1ccc(-n2c(Cc3cccn3C)nnc2SCC(=O)Nc2ccc3c(c2)OCO3)cc1,0.0
CCOC(=O)C1CCN(S(=O)(=O)c2c(C)n(C)c(=O)n(C)c2=O)CC1,0.0
Cc1c(NC(=O)COc2ncnc3c(Cl)cc(Cl)cc23)c(=O)n(-c2ccccc2)n1C,0.0
O=C(CCCOc1ccccc1)NCC1CCCO1,0.0
O=C1c2ccccc2C(=O)N1CCCCN1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,0.0
O=C(Nc1ccc(NC(=O)C23CC4CC(CC(C4)C2)C3)cn1)c1ccco1,0.0
CC(=O)NC(Cc1ccccc1)C(=O)N1CCN(C(=O)c2cccs2)CC1,0.0
CCOc1nc(-c2ccccc2)ccc1-c1noc(COC)n1,0.0
O=C(NC12CC3CC(CC(C3)C1)C2)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.0
O=C(CSc1nnc(-c2ccc(F)cc2)o1)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1,0.0
CC(=O)N1CCc2cc(S(=O)(=O)CCC(=O)N3CCN(c4ccccn4)CC3)ccc21,0.0
COc1ccc(NC(=O)CCCn2c(=O)[nH]c3ccccc3c2=O)cc1,0.0
Cc1nc2c(C(=O)NCc3ccc4c(c3)OCO4)c[nH]n2c(=O)c1Cc1ccccc1F,0.0
Cc1ccc2nc(N3CCC(C(=O)N4CCC5(CC4)OCCO5)CC3)sc2c1,0.0
CCOc1ccccc1C(=O)N(CN1CCCC1=O)c1ccc(C)c(Cl)c1,0.0
O=C(CSc1nnc(C2CCCN2)o1)c1ccc(Cl)cc1,0.0
Cc1ccc(S(=O)(=O)N(C)Cc2cc3ccccc3[nH]c2=O)cc1,0.0
Cc1cc(N2CCc3ccccc32)n2ncnc2n1,0.0
CSc1ccccc1C(=O)NCCSC(C)(C)C,0.0
Cc1cc(NC(=O)Cn2nc(C(F)(F)F)c3c2CCC3)n(-c2ccccc2)n1,0.0
COC(=O)c1ccc(C(=O)OC)c(NC(=O)Nc2ccc3c(c2)OCO3)c1,0.0
CCOC(=O)N1CCN(C(=O)CSCc2nc(-c3ccccc3F)oc2C)CC1,0.0
Cc1ccc(C2C(C(=O)c3sc(C)nc3C)=C(O)C(=O)N2CCN(C)C)o1,0.0
Cc1[nH]c(SCC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)nc(=O)c1Cc1ccccc1,0.0
Cc1ccccc1-n1nc(C)c2cc(C(=O)NCc3cccnc3)sc21,0.0
CCNc1cc2n(c(=O)n1)CCc1cc(OC)c(OC)cc1-2,0.0
CC1=C(C(=O)Nc2ccccc2)C(c2ccccc2)N2C(=O)CSC2=N1,0.0
Cc1ccc2c(c1)nnn2C1CCN(C(=O)NC23CC4CC(CC(C4)C2)C3)CC1,0.0
CCC(C)(C)NC(=O)C(c1cccs1)N(CC1CCCO1)C(=O)Cn1nnc2ccccc21,0.0
COc1cc2cc(CN(Cc3nnnn3C3CCCC3)C3CCCC3)c(=O)[nH]c2cc1OC,0.0
N#CCSc1nc2ccccc2c(=O)n1CCC(=O)NCCc1ccccc1,0.0
CCOc1ccccc1NC(=O)CCC(=O)O,0.0
CCOc1ccc(NS(=O)(=O)c2ccc3[nH]cc(C(=O)NC(C)CC)c(=O)c3c2)cc1,0.0
O=c1nc(SCc2ccccc2Cl)[nH]c2c1CCC2,0.0
c1ccc(-c2nnc(CSc3nncs3)o2)cc1,0.0
Cc1cc2c(c(=O)n1CCCn1ccnc1)C(c1ccco1)C(C#N)=C(N)O2,0.0
COc1cc2c(=O)nc3n(c2cc1OC)C(c1ccccc1)N=C(N)N3,0.0
Cc1nc(N2CCN(c3ccccc3)CC2)nc2c1C(=O)CC(c1ccccc1)C2,0.0
CCOC(=O)c1c(-c2ccccc2)oc2ccc(OC(=O)N(C)C)cc12,0.0
CCCn1c(=N)c(C(=O)NCC2CCCO2)cc2c(=O)n3cccc(C)c3nc21,0.0
Cc1cc(C)c(S(=O)(=O)N(CC(=O)N2CCCC2)C2CCCCC2)c(C)c1,0.0
O=C(Nc1ccc2c(c1)OCO2)c1cnn2cccnc12,0.0
CC(=O)c1ccc(OCCCC(=O)OCc2nnc(-c3ccc(Cl)cc3)o2)cc1,0.0
COC(=O)c1ccc(CSc2nnc3sc4ccccc4n23)o1,0.0
CC1(C)NC(=O)N(c2ccccc2Cl)C1(C)NO,0.0
COCCOC(=O)c1c(C)n(C)c2ccc(OC(=O)N3CCOCC3)cc12,0.0
CCOc1ccc(NC(=O)C2CC(=O)NC(N3CCc4ccccc43)=N2)cc1,0.0
O=C(c1cccs1)N(Cc1ccco1)Cc1cc2ccccc2[nH]c1=O,0.0
CCCCC(=O)Nc1ccc2c(c1)nc1n2CCOC1,0.0
COCCn1c(-c2cc(OC)c(OC)c(OC)c2)nc2oc3ccccc3c(=O)c2c1=O,0.0
COc1cc2c(cc1OC)CN(Cc1cc(=O)n3cc(C)ccc3n1)CC2,0.0
Cc1[nH]nc2c1-c1nc3ccccc3nc1C(C)(C)C2,0.0
c1ccc(-n2nnnc2-n2cnc3ccccc32)cc1,0.0
Cn1c(=O)c2c(ncn2CC(=O)NC(C)(C)C)n(C)c1=O,0.0
O=C(c1ccc(-c2ccccc2)cc1)N1CCN(c2ncccn2)CC1,0.0
Cc1cc(C)n2nc(SCC(=O)N(C)c3ccccc3)nc2n1,0.0
Cc1ccc(N(CC(O)CN2CCOCC2)S(=O)(=O)c2ccc3ccccc3c2)cc1,0.0
COc1cc(SC)ccc1C(=O)Nc1ccccc1C#N,0.0
O=C(NC(Cc1ccc(F)cc1)C(=O)O)c1ccccc1,0.0
COc1ccc(N2CCN(C(CNC(=O)Oc3ccccc3)c3cccnc3)CC2)cc1,0.0
CSc1nc2c(c(=O)n1Cc1ccccc1)SC(C)C2,0.0
CCOC(=O)C1CCN(C(=O)C2CCN(c3nc4ccc(OC)cc4s3)CC2)CC1,0.0
Cc1cccc2sc(NC(=O)C3CCCN(S(=O)(=O)c4cccc5nonc45)C3)nc12,0.0
c1cncc(C2CCCCN2Cc2ccc3c(c2)OCO3)c1,0.0
